show_id,type_show,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description_show
4396,movie,Om Shanti Om,Swapna Waghmare Joshi,"Arjun Rampal,Deepika Padukone,Kirron Kher,Shah Rukh Khan,Shreyas Talpade",India,2018-04-01,2007,TV-14,169 minutes,"Comedies, Dramas, International Movies","Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze."
4397,movie,Paheli,"Aitor Arregi, Jon Garaño","Amitabh Bachchan,Anupam Kher,Dilip Prabhavalkar,Rani Mukerji,Shah Rukh Khan",India,2018-04-01,2005,TV-PG,134 minutes,"Dramas, International Movies, Romantic Movies",Traditional Indian folklore comes alive in this charming film based on a story by Statwart Vijaydan Detha.
4398,movie,Phir Bhi Dil Hai Hindustani,Erik Matti,"Dilip Tahil,Juhi Chawla,Paresh Rawal,Satish Shah,Shah Rukh Khan",India,2018-04-01,2000,TV-14,159 minutes,"Comedies, Dramas, International Movies","In this Bollywood entertainment, two journalists, Ajay and Ria, work for rival TV stations and compete heavily to mask their feelings for each other."
4399,TV series,Doctor Foster,Christopher Guest,"Bertie Carvel,Cheryl Campbell,Clare-Hope Ashitey,Jodie Comer,Suranne Jones",United Kingdom,2018-03-31,2017,TV-MA,2 seasons,"British TV Shows, International TV Shows, Romantic TV Shows","When she suspects her husband is cheating on her, Dr. Gemma Foster starts an investigation that leads her down a dark path of obsession."
44,movie,Time Trap,Joe Alves,"Andrew Wilson,Brianne Howey,Cassidy Gifford,Olivia Draguicevich,Reiley McClendon",United States,2021-04-16,2017,TV-14,88 minutes,"Action & Adventure, Sci-Fi & Fantasy","While searching for their missing archaeology professor, a group of students discovers a cave where time passes differently than it does on the surface."
440,movie,Sightless,"Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela","Alexander Koch,December Ensminger,Lee Jones,Madelaine Petsch",United States,2021-01-20,2020,TV-14,89 minutes,Thrillers,A former violinist grows suspicious of the new people in her life and their alarming behavior as she recovers from an assault that left her blind.
4400,movie,Revolt,Indefinido,"Bérénice Marlohe,Jason Flemyng,Lee Pace,Sibulele Gcilitshana,Wandile Molebatsi",United Kingdom,2018-03-31,2017,R,87 minutes,"Action & Adventure, Sci-Fi & Fantasy","Following a devastating alien invasion, an American soldier and a French foreign aid worker attempt to find refuge in the Kenyan countryside."
4401,movie,Awon Boyz,Indefinido,Indefinido,Indefinido,2021-07-07,2019,TV-MA,38 minutes,"Documentaries, International Movies",This documentary takes a close look at the lives and passions of the men and boys who hustle or run with a gang on the streets of Lagos.
4402,movie,First Match,Vincent Kok,"Colman Domingo,Elvire Emanuelle,Jharrel Jerome,Kim Ramirez,Yahya Abdul-Mateen II",United States,2018-03-30,2018,TV-MA,103 minutes,"Dramas, Independent Movies, Sports Movies",A tenacious high school girl raised in foster homes in the inner city tries to reconnect with her ex-con father by joining a boys wrestling team.
4403,movie,Happy Anniversary,Christian Zübert,"Annie Potts,Ben Schwartz,Joe Pantoliano,Noël Wells,Rahul Kohli",United States,2018-03-30,2018,TV-MA,78 minutes,"Comedies, Romantic Movies",A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.
4404,TV series,Rapture,Indefinido,"Dave West,G-Eazy,Logic,Nas,T.I.",United States,2018-03-30,2018,TV-MA,1 seasons,Docuseries,Groundbreaking artists share their life stories in this vibrant documentary series that captures hip-hops impact on global culture.
4405,movie,Sofía Niño de Rivera: Selección Natural,David Mackenzie,Sofía Niño de Rivera,Mexico,2018-03-30,2018,TV-MA,62 minutes,Stand-Up Comedy,"Mexicos Sofía Niño de Rivera brings her dark humor to the stage with jokes about marriage traps, sexually attractive leopards and funny funerals."
4406,movie,The Titan,Indefinido,"Agyness Deyn,Nathalie Emmanuel,Noah Jupe,Sam Worthington,Taylor Schilling","United Kingdom, Spain, United States, Germany",2018-03-30,2018,TV-MA,97 minutes,"Dramas, Sci-Fi & Fantasy, Thrillers","On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears hes becoming more creature than man."
4407,TV series,Trailer Park Boys,Indefinido,"John Dunsworth,John Paul Tremblay,Mike Smith,Patrick Roach,Robb Wells",Canada,2018-03-30,2018,TV-MA,12 seasons,"Classic & Cult TV, Crime TV Shows, International TV Shows",Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.
4408,movie,Trailer Park Boys: Countdown to Liquor Day,Indefinido,"John Dunsworth,John Paul Tremblay,Jonathan Torrens,Mike Smith,Robb Wells",Canada,2018-03-30,2009,R,102 minutes,"Comedies, Cult Movies","After their latest jail stint, boozy pals Julian, Bubbles and Ricky plan to go legit but learn trailer park manager Jim aims to demolish their homes."
4409,movie,Trailer Park Boys: The Movie,Indefinido,"John Paul Tremblay,Lucy Decoutere,Lydia Lawson-Baird,Mike Smith,Robb Wells",Canada,2018-03-30,2006,R,95 minutes,"Comedies, Cult Movies","In this feature-length adventure, Ricky, Julian and Bubbles – just out of jail – plan the lamest scheme yet: to get rich by stealing tons of change."
441,TV series,Spycraft,Indefinido,Indefinido,United States,2021-01-20,2021,TV-MA,1 seasons,"Docuseries, Science & Nature TV","The spy game is a serious business, and throughout history, the tools and technologies developed for it have mattered as much as the spies themselves."
4410,TV series,Trump: An American Dream,Indefinido,Donald Trump,United Kingdom,2018-03-30,2018,TV-14,1 seasons,Docuseries,"Friends, associates and critics reveal the truly American story of Donald Trump, the brash businessman who defied the odds to become U.S. president."
4411,TV series,James Acaster: Repertoire,Indefinido,James Acaster,United Kingdom,2018-03-27,2018,TV-14,1 seasons,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows","Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials."
4412,movie,Brick Mansions,Tejas Prabha Vijay Deoskar,"Catalina Denis,David Belle,Gouchy Boy,Paul Walker,RZA","France, Canada, United States, Spain",2021-07-07,2014,PG-13,90 minutes,"Action & Adventure, International Movies",An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project.
4413,movie,Birdshot,Indefinido,"Arnold Reyes,Dido Dela Paz,John Arcilla,Ku Aquino,Mary Joy Apostol","Philippines, Qatar",2018-03-26,2016,TV-MA,115 minutes,"Dramas, International Movies, Thrillers","A sheltered farm girl inadvertently shoots an endangered Philippine eagle, setting off a police investigation that exposes violence and corruption."
4414,movie,"Game Over, Man!",Indefinido,"Adam Devine,Anders Holm,Aya Cash,Blake Anderson,Utkarsh Ambudkar",United States,2018-03-23,2018,TV-MA,102 minutes,"Action & Adventure, Comedies",Three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.
4415,movie,Layla M.,Matheus Souza,"Bilal Wahib,Esma Abouzahra,Ilias Addab,Mohammed Azaay,Nora El Koussour","Netherlands, Belgium, Germany, Jordan",2018-03-23,2016,TV-MA,99 minutes,"Dramas, International Movies","In response to the repeated bigotry she faces, a Muslim teen in Amsterdam tries to find a sense of belonging in the world of fundamentalist Islam."
4416,movie,Paradox,Indefinido,"Anthony Logerfo,Corey McCormick,Lukas Nelson,Micah Nelson,Neil Young",United States,2018-03-23,2018,TV-MA,74 minutes,"Dramas, Independent Movies, Music & Musicals",Neil Young and his band of outlaws sow seeds of strange mischief and musical wonder under Western skies in this dreamlike film by Daryl Hannah.
4417,TV series,Requiem,Sara Dosa,"Brendan Coyle,Claire Rushbrook,James Frecheville,Joel Fry,Lydia Wilson",United Kingdom,2018-03-23,2018,TV-MA,1 seasons,"British TV Shows, International TV Shows, TV Dramas","In the wake of a sudden tragedy, a London cellist unearths secrets that link her mother to the disappearance of a young girl in a small Welsh town."
4418,movie,Roxanne Roxanne,Bradley Walsh,"Chanté Adams,Elvis Nolasco,Kevin Phillips,Mahershala Ali,Nia Long",United States,2018-03-23,2018,TV-MA,100 minutes,"Dramas, Music & Musicals","She grew up in a tough New York neighborhood in the 80s and made history with ""Roxannes Revenge."" The story of teen battle rap champ Roxanne Shante."
4419,movie,Secret Superstar,Orson Welles,"Aamir Khan,Meher Vij,Raj Arjun,Tirth Sharma,Zaira Wasim",India,2018-03-23,2017,TV-14,150 minutes,"Dramas, International Movies, Music & Musicals",A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.
442,TV series,Hello Ninja,Leigh Janiak,"Lukas Engel,Mayumi Yoshida,Sam Vincent,Zoey Siewert",United States,2021-01-19,2021,TV-Y,4 seasons,Kids TV,"BFFs Wesley and Georgie and their silly cat sidekick Pretzel transform into ninjas and enter a magic world, where they solve problems and save the day."
4420,TV series,The Standups,Morgan Neville,"Beth Stelling,Deon Cole,Fortune Feimster,Nate Bargatze,Nikki Glaser",United States,2018-03-20,2018,TV-MA,2 seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedys freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions."
4421,movie,Benji,Indrajit Nattoji,"Darby Camp,Gabriel Bateman,Gralen Bryant Banks,Jerod Haynes,Kiele Sanchez","United Arab Emirates, United States",2018-03-16,2018,TV-PG,87 minutes,"Children & Family Movies, Dramas",A determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.
4422,TV series,Edha,Raj Kumar Gupta,"Andrés Velencoso,Delfina Chaves,Germán Palacios,Juana Viale,Osmar Nuñez",Argentina,2018-03-16,2018,TV-MA,1 seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Revenge, passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man."
4423,TV series,Cat People,Remo DSouza,Indefinido,Indefinido,2021-07-07,2021,TV-14,1 seasons,Docuseries,"Cat people come in all shapes and sizes, but they share a love for their enchanting, unique feline friends. This docuseries reveals their tales."
4424,movie,Take Your Pills,Remo DSouza,Indefinido,United States,2018-03-16,2018,TV-14,88 minutes,Documentaries,"In a hypercompetitive world, drugs like Adderall offer students, athletes, coders and others a way to do more – faster and better. But at what cost?"
4425,TV series,Wild Wild Country,Arnab Chaudhuri,Indefinido,United States,2018-03-16,2018,TV-MA,1 seasons,"Crime TV Shows, Docuseries","When a controversial cult leader builds a utopian city in the Oregon desert, conflict with the locals escalates into a national scandal."
4426,movie,Yoo Byung Jae: Too Much Information,Rana Ranbir,Yoo Byung-jae,Indefinido,2018-03-16,2018,TV-MA,63 minutes,Stand-Up Comedy,"""Saturday Night Live Korea"" writer-turned-comedian Yoo Byung-jae lays bare his childhood memories and philosophy on sex in his first stand-up venture."
4427,movie,In This Corner of the World,Anurag Basu,"Daisuke Ono,Minori Omi,Natsuki Inaba,Non,Yoshimasa Hosoya",Japan,2018-03-15,2016,PG-13,129 minutes,"Anime Features, Children & Family Movies, International Movies","Suzu marries into a family living outside of Hiroshima and quickly settles into her new life, until World War II challenges her ability to survive."
4428,movie,Jag älskar dig: En skilsmässokomedi,Ken Ghosh,"Björn Kjellman,Christine Meltzer,Martina Haag,Rodolfo Corsato,Sven-Bertil Taube",Sweden,2018-03-15,2016,TV-MA,91 minutes,"Comedies, Dramas, International Movies","Tired of her passionless marriage, Marianne wants a separation from her husband, Gustav, who, in response, decides to make a big change of his own."
4429,TV series,Secret of the Nile,Justin G. Dyck,"Amina Khalil,Amr Youssef,Anoushka,Dina El-Sherbiny,Nada Mousa",Egypt,2018-03-15,2016,TV-14,1 seasons,"International TV Shows, Romantic TV Shows, TV Dramas","When his sister disappears while working at the Grand Hotel, a man joins the staff to get answers. Inside its posh walls, he finds love and intrigue."
443,movie,Homefront,Indefinido,"Izabela Vidovic,James Franco,Jason Statham,Kate Bosworth,Marcus Hester",United States,2021-01-18,2013,R,100 minutes,Action & Adventure,"When an ex-DEA agent is widowed, he moves with his young daughter to a small town, but his quiet life is shattered by a meth-making drug trafficker."
4430,TV series,Tabula Rasa,"Priyadarshan, Kookie V. Gulati","Gene Bervoets,Hilde Van Mieghem,Jeroen Perceval,Stijn Van Opstal,Veerle Baetens",Belgium,2018-03-15,2017,TV-MA,1 seasons,"International TV Shows, TV Dramas, TV Mysteries","When a young woman with amnesia becomes a key figure in a missing persons case, she must reconstruct her memories to clear her name."
4431,movie,The Art of Loving,Indefinido,"Arkadiusz Jakubik,Eryk Lubos,Justyna Wasilewska,Magdalena Boczarska,Piotr Adamczyk",Poland,2018-03-15,2017,TV-MA,115 minutes,"Dramas, International Movies","During Communist rule, a Polish gynecologist and sexologist defies taboo and fights to publish her groundbreaking book on love and sex."
4432,movie,Steel Rain,Vivek Agnihotri,"Do-won Kwak,Eui-sung Kim,Kap-soo Kim,Woo-jin Jo,Woo-sung Jung",South Korea,2018-03-14,2018,TV-MA,140 minutes,"Action & Adventure, Dramas, International Movies","Amid a coup, a North Korean agent escapes south with the countrys injured leader in an attempt to keep him alive and prevent a Korean war."
4433,TV series,Children of the Whales,Umesh Shukla,"Manaka Iwami,Mikako Komatsu,Natsuki Hanae,Nobunaga Shimazaki,Yuuichirou Umehara",Japan,2018-03-13,2017,TV-14,1 seasons,"Anime Series, International TV Shows","As a magic wielder, young archivist Chakuro knows his time is short, but everything changes when a girl from the outside appears on his island."
4434,movie,Clash,Habib Faisal,"Brian Hooks,Merlisa Determined,Omoni Oboli,Pascal Atuma,Stephanie Linus",Indefinido,2021-07-07,2020,TV-MA,87 minutes,"Dramas, International Movies","When the patriarch of an emigrant Nigerian family visits their female-led Canadian home, traditional values collide with newer ones."
4435,movie,Ricky Gervais: Humanity,Bobby Roth,Ricky Gervais,United Kingdom,2018-03-13,2018,TV-MA,79 minutes,Stand-Up Comedy,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally."
4436,movie,Stretch Armstrong: The Breakout,Halder Gomes,"Kate Mulgrew,Nazneen Contractor,Ogie Banks,Scott Menville,Steven Yeun",United States,2018-03-13,2018,TV-Y7,104 minutes,Children & Family Movies,"Villains are rampaging through Charter City and the Flex Fighters – Jake, Ricardo and Nathan – need your help to halt the chaos."
